;ISBN;Title;Author;Year-Of-Publication;Publisher;Rating;Image-URL-S;Image-URL-M;Image-URL-L;Description
10;0374516596;In Our Time;Tom James Wolfe;1987.0;Farrar Straus Giroux;10;http://images.amazon.com/images/P/0374516596.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0374516596.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0374516596.01.LZZZZZZZ.jpg;Available for the first time in years, this classic collection of essays and drawings chronicles the shifting moral terrain of American through the 1980s.
11;0517553384;The Cat Made Me Buy It: A Collection of Cats Who Sold Yesterdays Products;Alice Muncaster;1984.0;Crown Publishing Group (NY);10;http://images.amazon.com/images/P/0517553384.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0517553384.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0517553384.01.LZZZZZZZ.jpg;A Collection of Cats Who Sold Yesterday's Products
12;0877956979;Inside Spinal Tap (Timbre books);Peter Occhiogrosso;1985.0;Arbor House;10;http://images.amazon.com/images/P/0877956979.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0877956979.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0877956979.01.LZZZZZZZ.jpg;
13;067125376X;The World as It Was, 1865-1921: A Photographic Portrait from the Keystone-Mast Collection;Margarett Loke;1980.0;Summit Books;10;http://images.amazon.com/images/P/067125376X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/067125376X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/067125376X.01.LZZZZZZZ.jpg;The collection is now in the California Museum of Photography at the University of California, Riverside.
14;0967983320;Dimensional Flowers, Leaves  Vines;Barbara Grainger;2000.0;Barbara L Grainger;10;http://images.amazon.com/images/P/0967983320.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0967983320.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0967983320.01.LZZZZZZZ.jpg;
15;1931499020;Beaded Gifts: A Beadwork Magazine Project Book;Jean Campbell;2001.0;Independent Pub Group;10;http://images.amazon.com/images/P/1931499020.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1931499020.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1931499020.01.LZZZZZZZ.jpg;
16;006250973X;Jesus: The Evidence;Ian Wilson;1988.0;Harpercollins;10;http://images.amazon.com/images/P/006250973X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/006250973X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/006250973X.01.LZZZZZZZ.jpg;Wilson uses Scriptures, noncanonical writings, and research from a variety of disciplines to penetrate pious mythology and historical distortions. To committed Christians, this book offers a fascinating new perspective on their beliefs. To the skeptic, it provides a convincing explanation of why the beliefs centered on this one man have proven so powerful and pervasive. Illustrated.
17;1550378368;Why the West Was Wild;Wayne Swanson;2004.0;Annick Press;10;http://images.amazon.com/images/P/1550378368.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1550378368.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1550378368.01.LZZZZZZZ.jpg;This history shows just why, for a fifty year period in the 19th century, the American West was an extraordinary place. Dramatic storytelling are combined with engaging graphics and archival photographs.
18;0385145691;Embroidering Our Heritage: The Dinner Party Needlework;Judy Chicago;1988.0;Bookthrift Co;10;http://images.amazon.com/images/P/0385145691.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0385145691.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385145691.01.LZZZZZZZ.jpg;"In beautifully hand-drawn pages, Judy Chicago continues the saga of ""The Dinner Party, which symbolizes the history of women's achievements and struggles through the 39 china painted plates and the elaborately embroidered runners."
19;039473260X;The unretouched woman;Eve Arnold;1976.0;Knopf : distributed by Random House;10;http://images.amazon.com/images/P/039473260X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/039473260X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/039473260X.01.LZZZZZZZ.jpg;This is a collection of photographs of women taken from Eve Arnold's travels through America, Europe, Asia, Africa and the Caribbean.
20;0810926172;The History of Beads : From 30,000 B.C. to the Present (Beadwork Books);Lois Sherr Dubin;1995.0;Harry N Abrams;10;http://images.amazon.com/images/P/0810926172.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0810926172.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0810926172.01.LZZZZZZZ.jpg;Condensed version of the best-selling book, replete with color photos and essential highlights of the original book. Covers a vast range of bead materials and history. Includes 8-page, fold-out time line.
21;0870409727;Basic Beadwork for Beginners;Mitsuko Muto;1996.0;Japan Publications (USA);10;http://images.amazon.com/images/P/0870409727.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0870409727.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0870409727.01.LZZZZZZZ.jpg;Basic Beadwork For Beginners is a Japan Publications publication.
22;096459577X;The Chain  Crystal Book: Techniques for Bead Lovers ((the Beading Books Ser.: Techniques, Inspiration  More));Wendy Conner;1997.0;Interstellar Publishing Company;10;http://images.amazon.com/images/P/096459577X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/096459577X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/096459577X.01.LZZZZZZZ.jpg;"Beadwork is one of the oldest and most global artforms. Considered one of the oldest styles of self-beautification, people have been adorning themselves with beads since prehistoric times. Today's beadwork is considered an exciting genre of art: many people are rediscovering the unlimited possibilities when it comes to beads. Chain and crystal jewelry is elegant and fun. Everyone loves the expensive look: here's a way to make the jewelry and not pay the retail prices! Easy step-by-step illustrations and full color photos make this a fun and fast project book! Includes the always popular ""y"" necklaces, and much, much more! The author is a third-generation bead artist - her grandmother designed beaded gowns and jewelry for the Ziegfeld Follies. Wendy is the author of the immensely popular Best Little Beading Book. Be sure to look for the other books in the series: The Best Little Beading Book, The Beaded Lampshade Book, The Magical Beaded Medicine Bag Book, The ""Knotty"" Macrame and Beading Book, The Beaded Watchband Book, The Beaded Jewelry for a Wedding Book, The Children's Beading Book, The Chain and Crystal Book, The Cat Lover's Beaded Project Book, The Wirebending Book, The Beading on Fabric Book, and more soon to come! Many of these books are available in kit form, also. There is also a wonderful documentary which complements the series. The Bead Movement is a beautiful program which chronicles man's oldest artform, beads. It is available in 60 minutes, or a 30 min. director's cut. For information or ordering, contact The Interstellar Trading and Publishing Company, Post Office Box 67026, Los Angeles, California 90067; (310) 247-8154, Order Dept. (800) 790-8730, Fax (310) 247-0622, email Interstlr@aol.com. Visit our website at www.interstellarpublishing.com. Available through Ingram Books and Baker and Taylor Books, Amazon.com or by ordering directly from publisher."
23;087349377X;Quick  Easy Beaded Jewelry (Beadwork Books);Elizabeth Gourley;2002.0;Krause Publications;10;http://images.amazon.com/images/P/087349377X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/087349377X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/087349377X.01.LZZZZZZZ.jpg;Teaching basic beading techniques, the authors present more than 30 projects for making fashionable beaded jewelry sets. 75 color photos.
24;0891346600;Handmade Jewelry: Simple Steps to Creating Wearable Art (Decorative Painting);Carol Grape;1996.0;North Light Books;10;http://images.amazon.com/images/P/0891346600.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0891346600.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0891346600.01.LZZZZZZZ.jpg;Want to create unique and wearable pieces of art? These 42 clever jewelry-making projects offer both fun and fantastic results.
25;0806913061;Creative Bead Jewelry: Weaving * Looming * Stringing * Wiring * Making Beads;Carol Taylor;1995.0;Sterling Publishing;10;http://images.amazon.com/images/P/0806913061.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0806913061.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0806913061.01.LZZZZZZZ.jpg;Instructions for more than fifty-five projects to create bead jewelry by using the skills of weaving, looming, stringing, wiring, and making beads.
26;1859672981;Polymer Claywork (New Crafts);Mary Maguire;1996.0;Lorenz Books;10;http://images.amazon.com/images/P/1859672981.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1859672981.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1859672981.01.LZZZZZZZ.jpg;The wonderful molding and modeling qualities of polymer clay celebrated inspirational designs and practical projects.
27;076431145X;Ethnic Jewelry;Sibylle Jargstorf;2000.0;Schiffer Pub Ltd;10;http://images.amazon.com/images/P/076431145X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/076431145X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/076431145X.01.LZZZZZZZ.jpg;This new study presents striking parallels in both ethnic (non-European) and folk (European) traditional costumes and ornaments made with silver and glass. From Sudan, Guinea Coast, East and South Africa, Alps, Baltic Sea, Russia, Afghanistan, and Himalaya, these examples display a common sense of beauty among many distant peoples.
28;0764305328;Glass in Jewelry : Hidden Artistry in Glass;Sibylle Jargstorf;1998.0;Schiffer Publishing;10;http://images.amazon.com/images/P/0764305328.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0764305328.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0764305328.01.LZZZZZZZ.jpg;A great variety of beautiful glass jewelry and glass beads identified and illustrated in over 400 color photos. Created from the 16th to the 20th centuries for the European and North American markets, the origins of filigree and alabaster glass, the lovely variety of bead types, artificial gems, glass cameos and incrustations, millefiori, mosaic and aventurine jewelry, and even applications in modern jewelry designs are discussed.
29;0696275007;In a pickle or a jam;Vicki Willder;1971.0;Creative Home Library;10;http://images.amazon.com/images/P/0696275007.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0696275007.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0696275007.01.LZZZZZZZ.jpg;
30;0671222287;The Food Preserver;Tx .F;1976.0;Simon & Schuster;10;http://images.amazon.com/images/P/0671222287.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671222287.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671222287.01.LZZZZZZZ.jpg;
31;0846660563;Home Freezing of Fruits and Vegetables;U S Department Of Agriculture;1976.0;Shorey Pubns;10;http://images.amazon.com/images/P/0846660563.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0846660563.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0846660563.01.LZZZZZZZ.jpg;
32;0393321738;Bob Marley: Spirit Dancer;Bruce W. Talamon;2003.0;W.W. Norton & Company;10;http://images.amazon.com/images/P/0393321738.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0393321738.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0393321738.01.LZZZZZZZ.jpg;Photographs depict the poignant months preceding Bob Marley's death at age thirty-six, along with text that traces his life from his youth in Jamaica and his early music with the Wailers
33;0887407358;Beading Necklaces With Ani Afshar: A Step-By-Step Guide to Creating Beautiful Beaded Jewelry (A Schiffer Book for Craftspeople);Ani Afshar;1995.0;Schiffer Publishing;10;http://images.amazon.com/images/P/0887407358.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0887407358.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0887407358.01.LZZZZZZZ.jpg;Learn to make two different styles of beaded necklaces with a renowned expert, Ani Afshar of Blazing Beads in Chicago. With beads and supplies you can find at any craft store, you can follow the step-by-step color illustrated directions in this book to make a multi-strand choker with an adjustable tie closure and a beaded rope with tassel ends. Through her practical advice and years of experience, the author shows you how to design, build, and finish off projects of exquisite beauty. You can vary the choice of beads to create endless combinations of colors and shapes. You will be proud of your efforts, and with Anis instructions, its easy!
34;0399508627;Early Childhood Years : the Two to Six Y;Frank Caplan;1983.0;Penguin Putnam~childrens Hc;10;http://images.amazon.com/images/P/0399508627.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0399508627.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0399508627.01.LZZZZZZZ.jpg;
35;0964607719;Sea Anemone Beadwork;Diane Fitzgerald;1995.0;Beautiful Beads;10;http://images.amazon.com/images/P/0964607719.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0964607719.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0964607719.01.LZZZZZZZ.jpg;
36;0764310844;Costume Jewelers: The Golden Age of Design (Schiffer Book for Collectors);Joanne Dubbs Ball;2000.0;Schiffer Publishing;10;http://images.amazon.com/images/P/0764310844.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0764310844.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0764310844.01.LZZZZZZZ.jpg;The art of costume jewelry is explored in hundreds of color photos and personal glimpses of the elite core of artists responsible for them. The costume jewelry industry in the United States is celebrated, included the expertise in design and manufacturing of such masters as Chanel, Dior, Joseff, Haskell, Boucher, Lane, Trifari, and many more. This newly revised edition features 14 new photos and pricing information for today's market.
37;1887654151;Student Entrepreneurs: 14 Undergraduate All-Stars Tell Thier Stories;Michael Mcmyne;2003.0;Premium Press America;10;http://images.amazon.com/images/P/1887654151.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1887654151.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1887654151.01.LZZZZZZZ.jpg;Author Michael McMyne compiles this collection of stories about fourteen winners of the Global Student Entrepreneur Awards, recounting their inspiring ventures into setting up successful businesses while juggling all the demands of college. Illustrating the drive, dedication and desire these young people share, the diversity of their backgrounds, cultures, and ideas are also a part of these lessons on following their dreams.
38;0873494237;Vintage Jewelry: A Price and Identification Guide, 1920 to 1940s;Leigh Leshner;2002.0;Krause Publications;10;http://images.amazon.com/images/P/0873494237.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0873494237.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0873494237.01.LZZZZZZZ.jpg;Features more than 1,000 pieces of old white metal and rhinestone jewelry from the 1920s-1940s. Explains the fashion trends that influenced the designs and offers price and identification data.
39;1931499276;Beadwork Creates Beaded Beads: 30 Designs (Beadwork Creates Series);Jean Campbell;2003.0;Interweave Press;10;http://images.amazon.com/images/P/1931499276.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1931499276.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1931499276.01.LZZZZZZZ.jpg;Whether covering a big bead with small beads or weaving intimate beaded sculptures, the specific technique of beading beads is introduced by 30 artists in this compilation. Using beads of all makes, models, sizes, and shapes, this guide offers projects that range from easy to advanced. Some of the projects include a bead cage, flowers, a sparkly wheel, a diamond band, and pinwheels.
40;193149942X;Bead Crochet: A Beadwork How-To (Beadwork How to);Bethany Barry;2004.0;Interweave Press;10;http://images.amazon.com/images/P/193149942X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/193149942X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/193149942X.01.LZZZZZZZ.jpg;Showcasing the latest innovative craft pairing, beads and crochet, this guide provides a comprehensive overview of bead crochet that includes history, tools, beading stitches, and basic crochet techniques. A dozen exciting projects are included that use a variety of cords and yarn sizes, thicknesses, and textures to create clothing accessories, jewelry, and sculptural pieces. Projects are offered at all skill levels, and each one is presented with step-by-step instructions and simple illustrations, along with helpful hints and tricks to simplify each technique. A colorful gallery full of original work profiles talisman necklaces, groom's prayer beads, a variety of miser bags, and a Vermont wilderness bracelet.
41;0517221144;Treasure Island (Illustrated Library for Children);Robert Louis Stevenson;2002.0;Gramercy Books;10;http://images.amazon.com/images/P/0517221144.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0517221144.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0517221144.01.LZZZZZZZ.jpg;As part of the wonderful Collector's Library Series, Treasure Island is one of the best-loved children's classics of all time. This attractive volume contains the complete and unabridged story with 8 full color illustrations, plus numerous black & white illustrations throughout. The deluxe edition features a full piece cloth case, a four color illustrated onlay on the front cover, foil stamping on front and spine, stained edges on three sides, printed endpapers with book plate, and a satin ribbon marker. This book should have an honored place in any child's library.
42;1887374167;Making Glass Beads (Beadwork Books);Cindy Jenkins;1999.0;Lark;10;http://images.amazon.com/images/P/1887374167.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1887374167.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1887374167.01.LZZZZZZZ.jpg;"""With a flame and an inexpensive glass rod you can make your own beads of beauty or make commercial beads more enchanting and striking. Start with the basics, essential supplies and equipment, and setting up a work station and torch, as well as some safety tips, before moving on to the projects. Begin with a basic bead, and before long you'll be shaping beads, adding spots, dots, eyes, stripes, and tails. And that's not even all! As you work through the projects and master various tricks, you'll find plenty of room for experimentation and individual creativity, and a whole new direction and approach to the art of bead making.""--Powell's Books"
43;1585743119;The Best of Outdoor Life;William E. Rae;2001.0;The Lyons Press;10;http://images.amazon.com/images/P/1585743119.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1585743119.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1585743119.01.LZZZZZZZ.jpg;"This anthology selects the cream of the crop from ""Outdoor Life"", including timeless accounts from such authors as Zane Grey, Rex Beach, Townsend Whelan, and more, fleshed out with introductions and biographical sketches of the authors. Photos."
44;0525466762;The Ghost Sitter;Peni R. Griffin;2001.0;Dutton Children's Books;10;http://images.amazon.com/images/P/0525466762.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0525466762.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0525466762.01.LZZZZZZZ.jpg;When she realizes that her new house is haunted by the ghost of a ten-year-old girl who used to live there, Charlotte tries to help her find peace.
45;0747525366;Aisha;Ahdaf Soueif;1996.0;Bloomsbury Publishing Plc;10;http://images.amazon.com/images/P/0747525366.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0747525366.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0747525366.01.LZZZZZZZ.jpg;By the author of In The Eye Of The Sun, this superb collection of stories is united by the central character, an Egyptian girl growing up in both Egypt and Britain. The stories are populated by the characters she meets, each moving in their own world as Aisha grows up and travels in Cairo and London.
46;0847825132;Beadwork: A World Guide;Carolyn Crabtree;2002.0;Rizzoli International Publications;10;http://images.amazon.com/images/P/0847825132.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0847825132.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0847825132.01.LZZZZZZZ.jpg;"""French mourning wreaths; Ukrainian easter eggs; Norwegian bodices; Chinese slippers; Pakistani hair tassels; Egyptian belly-dancing outfits; Central Asian tent decorations; Maasai wedding dresses; Xhosa neckpieces; Athabaskan shot pouches and Sioux moccasins . . . from Greenland to Bali, beadwork from all around the world is illustrated and its history revealed in this book."" ""After an introduction and an in-depth survey of bead manufacturing centers in Europe and Asia, Beadwork is organized into five principal sections, with over forty topics in all. Each of four main regional sections - Africa; the Americas; Asia, Oceania and the Arabian Gulf; and Europe - outlines the history and trade routes of beads in the area, with an accompanying map, before examining what has been produced in detail. A fifth section surveys construction and techniques, from brick stitch and herringbone weave to lazy stitch and three-dimensional structures."" ""With over six hundred illustrations, information on collecting and conserving beadwork, and on where to see public collections, this is the first survey to reveal the wealth and diversity of traditional beadwork from around the world. The result will inspire beadworkers, collectors and designers, and anyone interested in art, craft, and fashion.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved"
47;1574323539;Collector's Encyclopedia of Depression Glass (Collectors Encyclopedia of Depression Glass, 16th ed);Gene Florence;2003.0;Collector Books;10;http://images.amazon.com/images/P/1574323539.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1574323539.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1574323539.01.LZZZZZZZ.jpg;Gene Florence now presents this completely revised 16th edition, with the previous 133 patterns and 11 additional patterns, to make this the most complete reference to date. With the assistance of several nationally known dealers, this book illustrates, as well as realistically prices, items in demand. Dealing primarily with the depression glass made from the 1920s through the end of the 1930s, this beautiful reference book contains stunning color photographs, vintage catalog pages, updated values, and a special section on reissues and fakes.
48;0891451390;The Collectors Encyclopedia of Roseville Pottery: Second Series (2nd Series);Sharon Huxford;1980.0;Collector Books;10;http://images.amazon.com/images/P/0891451390.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0891451390.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0891451390.01.LZZZZZZZ.jpg;The first book of this colorful series features over 2,000 pieces, a complete marks section, and an overview of Roseville's entire production. The second series also features hundreds of beautiful full-color photographs, with no repeats from the first volume. Both books have 1997 values.
49;0752409107;Manalapan  Englishtown,NJ;Richard Dalik;1997.0;Arcadia Publishing;10;http://images.amazon.com/images/P/0752409107.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0752409107.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0752409107.01.LZZZZZZZ.jpg;
50;0517568136;Cooking from Quilt Country : Hearty Recipes from Amish and Mennonite Kitchens;Marcia Adams;1988.0;Clarkson Potter;10;http://images.amazon.com/images/P/0517568136.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0517568136.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0517568136.01.LZZZZZZZ.jpg;Includes nearly 200 family recipes from America's heartland, a culinary folk history of the Indiana Amish and Mennonites. This celebration of farm life is a companion volume to the PBS series hosted by Adams. 64 full-color photographs.
51;0844405663;Reading for Survival;John D. Macdonald;1987.0;Superintendent of Documents;10;http://images.amazon.com/images/P/0844405663.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0844405663.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0844405663.01.LZZZZZZZ.jpg;
